SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
500387,SHREE CEMENT,A ,Q,27050.00,27143.95,26274.35,26524.70,26540.00,27212.00,532,862,22989327.00,,INE070A01015,06-Jan-22,,
500388,SHREE KRISHN,XT,Q,28.15,28.15,28.15,28.15,28.15,28.15,3,180,5067.00,,INE970C01012,06-Jan-22,,
500390,REL INFRA   ,B ,Q,96.10,101.75,94.90,100.95,100.95,96.95,3284,299626,29644414.00,,INE036A01016,06-Jan-22,,
500400,TATA POWER  ,A ,Q,220.20,229.70,219.70,228.40,228.40,223.55,38751,3582629,806547389.00,,INE245A01021,06-Jan-22,,
500402,SPMLINFRA   ,B ,Q,33.40,33.40,33.40,33.40,33.40,31.85,111,133165,4447711.00,,INE937A01023,06-Jan-22,,
500403,SUNDARAM FAS,A ,Q,890.00,917.15,882.30,898.65,896.35,899.85,750,3662,3285760.00,,INE387A01021,06-Jan-22,,
500404,SUNFLAG IRON,A ,Q,71.20,72.45,70.50,71.70,71.40,71.85,761,41899,2997198.00,,INE947A01014,06-Jan-22,,
500405,SUPREME PET ,A ,Q,725.00,752.00,713.95,724.85,724.85,723.55,2800,20164,14947176.00,,INE663A01017,06-Jan-22,,
500407,SWARAJ ENGIN,A ,Q,1620.00,1658.10,1620.00,1633.45,1626.30,1639.90,100,514,836901.00,,INE277A01016,06-Jan-22,,
500408,TATA ELXSI  ,A ,Q,5800.55,5901.10,5798.25,5870.95,5870.95,5966.50,4403,14742,86244324.00,,INE670A01012,06-Jan-22,,
500410,ACC LTD     ,A ,Q,2234.00,2264.10,2203.00,2226.30,2231.30,2240.90,1673,9897,22159282.00,,INE012A01025,06-Jan-22,,
500411,THERMAX     ,A ,Q,1850.95,1948.55,1850.95,1895.75,1895.75,1839.10,5722,39679,75336520.00,,INE152A01029,06-Jan-22,,
500412,THIRUMALAI  ,A ,Q,245.85,245.90,239.60,243.05,242.60,245.85,1692,53761,13080110.00,,INE338A01024,06-Jan-22,,
500413,THOMAS COOK ,A ,Q,58.10,60.90,58.10,59.55,59.50,59.85,460,25430,1517886.00,,INE332A01027,06-Jan-22,,
500414,TIMEX GROUP ,X ,Q,89.95,90.10,88.00,88.35,88.05,89.50,432,68880,6113907.00,,INE064A01026,06-Jan-22,,
500418,TOKYO PLAST ,B ,Q,118.50,130.75,116.80,123.35,123.35,118.35,896,31304,3912453.00,,INE932C01012,06-Jan-22,,
500420,TORRENT PHAR,A ,Q,3198.25,3235.00,3146.40,3155.50,3150.45,3196.55,810,3933,12477286.00,,INE685A01028,06-Jan-22,,
500422,TRANSCHEM   ,X ,Q,32.40,32.40,29.25,30.25,30.25,30.65,95,11525,347584.00,,INE019B01010,06-Jan-22,,
500425,AMBUJA CEME ,A ,Q,387.35,392.95,383.85,387.55,387.55,393.85,3341,94435,36714560.00,,INE079A01024,06-Jan-22,,
500426,UTLINDS     ,XT,Q,6.69,7.39,6.69,7.39,7.39,7.04,1115,526507,3728733.00,,INE184E01024,06-Jan-22,,
500429,UNIPHOS ENT.,B ,Q,129.00,137.85,126.55,135.30,134.85,131.55,436,21381,2881004.00,,INE037A01022,06-Jan-22,,
500439,VARD HOLDNG ,B ,Q,3013.50,3619.20,3000.00,3619.20,3619.20,3016.00,339,2080,7372659.00,,INE701A01023,06-Jan-22,,
500440,HINDALCO    ,A ,Q,475.00,485.50,474.60,479.10,479.10,475.20,5259,286676,137828445.00,,INE038A01020,06-Jan-22,,
500444,WEST COAS PA,A ,Q,243.00,244.05,238.70,240.30,241.50,245.80,441,4849,1165583.00,,INE976A01021,06-Jan-22,,
500449,HIND.ORG.CHM,B ,Q,37.80,38.60,37.20,37.50,37.50,37.75,320,63442,2404161.00,,INE048A01011,06-Jan-22,,
500456,PAS.ACRYLON ,B ,Q,47.65,50.55,46.30,49.40,49.40,48.15,1870,207590,10001945.00,,INE818B01023,06-Jan-22,,
500458,KORE        ,XT,Q,3.09,3.24,2.94,3.00,3.20,3.09,20,7388,23436.00,,INE601A01017,06-Jan-22,,
500459,PROCTER &GAM,A ,Q,15488.00,15634.30,15473.45,15489.85,15520.00,15486.60,186,204,3172229.00,,INE179A01014,06-Jan-22,,
500460,MUKAND LTD. ,B ,Q,139.20,139.30,127.65,135.55,136.30,132.70,367,22837,3137281.00,,INE304A01026,06-Jan-22,,
500463,BBOX        ,A ,Q,975.00,1057.25,962.10,1034.40,1034.40,965.40,1165,11113,11431682.00,,INE676A01019,06-Jan-22,,
500464,UCAL FUEL   ,B ,Q,161.00,166.10,158.45,161.90,162.20,162.60,419,11199,1827378.00,,INE139B01016,06-Jan-22,,
500467,HARR.MALAYAL,B ,Q,160.00,164.00,158.35,160.25,160.85,161.10,460,7212,1167190.00,,INE544A01019,06-Jan-22,,
500469,FEDERAL BANK,A ,Q,89.70,90.60,88.95,90.05,90.05,90.05,7025,1305731,117266630.00,,INE171A01029,06-Jan-22,,
500470,TATA STEEL  ,A ,Q,1175.75,1182.20,1155.70,1163.40,1163.40,1177.25,8013,212356,247899199.00,,INE081A01012,06-Jan-22,,
500472,SKF INDIA   ,A ,Q,3800.00,3844.40,3736.00,3798.15,3791.75,3835.80,337,1080,4100976.00,,INE640A01023,06-Jan-22,,
500477,ASHOK LEYL. ,A ,Q,129.70,133.15,129.25,132.50,132.50,131.70,4850,632338,83134068.00,,INE208A01029,06-Jan-22,,
500480,CUMMINS (I) ,A ,Q,915.00,945.30,911.70,941.75,939.00,929.80,1758,28337,26355718.00,,INE298A01020,06-Jan-22,,
500483,TATA COMM   ,A ,Q,1503.95,1532.00,1470.30,1481.00,1481.00,1504.75,5715,81037,121422786.00,,INE151A01013,06-Jan-22,,
500488,ABBOTT (I)  ,A ,Q,18825.15,19103.95,18697.65,18735.10,18760.45,18868.95,689,1047,19783725.00,,INE358A01014,06-Jan-22,,
500490,BAJ HOLD INV,A ,Q,5363.75,5363.75,5218.20,5240.55,5218.20,5363.50,465,1260,6625794.00,,INE118A01012,06-Jan-22,,
500493,BHARAT FORGE,A ,Q,721.00,751.45,716.00,749.00,746.80,720.90,3246,93062,68595684.00,,INE465A01025,06-Jan-22,,
500495,ESCORTS LTD.,A ,Q,1875.05,1890.55,1872.95,1883.75,1883.75,1882.35,1847,16270,30606253.00,,INE042A01014,06-Jan-22,,
500500,HIND.MOTORS ,B ,Q,12.90,13.31,12.13,13.31,13.31,12.68,749,438687,5731120.00,,INE253A01025,06-Jan-22,,
500510,LARSEN & TOU,A ,Q,1945.00,1952.10,1920.00,1925.20,1925.20,1948.15,4896,90944,175401697.00,,INE018A01030,06-Jan-22,,
500520,MAH & MAH   ,A ,Q,844.85,844.85,827.80,839.95,839.95,839.45,1707,48423,40481256.00,,INE101A01026,06-Jan-22,,
500530,BOSCH LTD   ,A ,Q,17360.00,17547.00,17210.90,17260.55,17263.00,17285.35,785,2232,38817887.00,,INE323A01026,06-Jan-22,,
500540,PREMIER LTD ,T ,Q,10.50,11.53,10.45,11.51,11.51,10.99,128,77387,849885.00,,INE342A01018,06-Jan-22,,
500547,BHARAT PET. ,A ,Q,394.60,396.50,390.70,395.75,395.75,394.60,3069,120883,47560033.00,,INE029A01011,06-Jan-22,,
500550,SIEMENS LTD.,A ,Q,2336.25,2336.25,2286.00,2292.95,2294.35,2324.45,2128,15241,35027102.00,,INE003A01024,06-Jan-22,,
500570,TATA MOTORS ,A ,Q,482.50,492.80,477.25,488.90,488.90,489.55,11134,842383,409466690.00,,INE155A01022,06-Jan-22,,
500575,VOLTAS LTD  ,A ,Q,1248.50,1255.80,1230.65,1249.85,1247.50,1248.50,1674,14370,17857052.00,,INE226A01021,06-Jan-22,,
500620,GREAT EASTE ,A ,Q,296.05,303.00,294.50,300.65,300.65,296.45,951,17784,5326667.00,,INE017A01032,06-Jan-22,,
500645,DEEPAK FERT.,A ,Q,425.00,425.00,410.05,422.55,422.55,416.70,1086,14099,5902383.00,,INE501A01019,06-Jan-22,,
500650,EXCEL INDUST,B ,Q,911.00,915.10,903.55,907.45,907.25,916.20,155,603,547087.00,,INE369A01029,06-Jan-22,,
500655,GRWRHITECH  ,A ,Q,819.00,819.00,802.15,813.35,812.00,815.15,378,7536,6126324.00,,INE291A01017,06-Jan-22,,
500660,GLAXOSMITH  ,A ,Q,1719.00,1729.55,1690.00,1724.30,1728.50,1701.75,864,4061,6934979.00,,INE159A01016,06-Jan-22,,
500670,GUJ.NARMADA ,A ,Q,455.05,471.20,446.00,457.70,457.70,463.00,2840,81828,37633399.00,,INE113A01013,06-Jan-22,,
500672,NOVARTIS    ,B ,Q,779.00,781.75,768.20,770.30,772.70,779.30,202,810,628460.00,,INE234A01025,06-Jan-22,,
500674,SANOFI      ,A ,Q,7571.00,7649.35,7571.00,7586.80,7586.80,7633.35,334,1478,11251798.00,,INE058A01010,06-Jan-22,,
500680,PFIZER LTD. ,A ,Q,5051.05,5074.00,5007.65,5012.50,5019.00,5061.55,397,862,4334998.00,,INE182A01018,06-Jan-22,,
500690,GUJ.ST.FERT ,A ,Q,120.20,122.65,120.20,121.15,121.15,122.95,2114,87760,10650674.00,,INE026A01025,06-Jan-22,,
500696,HIND UNI LT ,A ,Q,2405.00,2405.00,2369.00,2392.55,2392.55,2415.45,3697,39648,94731494.00,,INE030A01027,06-Jan-22,,
500710,AKZOINDIA   ,A ,Q,2028.80,2039.95,2005.00,2010.15,2010.00,2028.30,153,452,912451.00,,INE133A01011,06-Jan-22,,
500730,NOCIL LTD   ,A ,Q,251.40,253.15,246.05,248.20,248.20,252.20,3114,103382,25762409.00,,INE163A01018,06-Jan-22,,
500770,TATA CHEM.  ,A ,Q,903.15,916.00,902.50,904.05,904.05,915.85,3783,62425,56640234.00,,INE092A01019,06-Jan-22,,
500777,T.P.L.      ,A ,Q,109.00,112.50,109.00,110.80,112.00,110.85,1470,62602,6942616.00,,INE148A01019,06-Jan-22,,
500780,ZUARIGLOB   ,B ,Q,148.15,159.90,148.15,158.75,158.75,149.60,634,357781,55783956.00,,INE217A01012,06-Jan-22,,
500790,NESTLE (I)  ,A ,Q,19843.95,19910.40,19547.55,19647.50,19680.00,19925.10,372,564,11099591.00,,INE239A01016,06-Jan-22,,
500800,TATACONSUM  ,A ,Q,733.95,733.95,722.45,725.75,726.80,733.45,3066,46276,33648313.00,,INE192A01025,06-Jan-22,,
500820,ASIAN PAINTS,A ,Q,3505.00,3535.00,3453.55,3513.70,3513.70,3526.45,3382,24780,86712990.00,,INE021A01026,06-Jan-22,,
500825,BRITANIA IND,A ,Q,3632.75,3685.00,3624.25,3676.85,3676.85,3658.55,2173,42033,153228844.00,,INE216A01030,06-Jan-22,,
500830,COLGATE PALM,A ,Q,1460.00,1461.05,1445.55,1456.40,1456.40,1466.00,974,9435,13691445.00,,INE259A01022,06-Jan-22,,
500840,EIH LTD.    ,A ,Q,125.60,128.35,125.00,127.50,126.70,126.95,367,5234,660930.00,,INE230A01023,06-Jan-22,,
500850,INDIAN HOTEL,A ,Q,178.20,187.20,178.20,186.65,186.65,182.20,4749,385639,71196758.00,,INE053A01029,06-Jan-22,,
500870,CASTROL     ,A ,Q,124.15,124.15,121.85,122.00,122.00,124.15,3207,99068,12104911.00,,INE172A01027,06-Jan-22,,
500875,ITC LTD.    ,A ,Q,219.00,220.30,218.20,218.70,218.70,220.55,12433,636650,139306027.00,,INE154A01025,06-Jan-22,,
500877,APOLLO TYRES,A ,Q,226.40,229.20,224.20,228.50,228.50,227.40,1360,59057,13390470.00,,INE438A01022,06-Jan-22,,
500878,CEAT LIMITED,A ,Q,1166.20,1174.20,1157.20,1159.60,1158.10,1177.35,743,3274,3817124.00,,INE482A01020,06-Jan-22,,
500890,MODI RUBBER ,T ,Q,75.00,77.00,75.00,77.00,77.00,77.25,15,445,34175.00,,INE832A01018,06-Jan-22,,
500940,FINOLEX IND.,A ,Q,204.00,205.15,201.10,203.15,203.15,204.00,1969,37219,7578363.00,,INE183A01024,06-Jan-22,,
501148,DALAL ST INV,XT,Q,316.90,316.90,316.90,316.90,316.90,317.95,4,9,2852.00,,INE422D01012,06-Jan-22,,
501150,CENTRUM CAP ,A ,Q,32.00,34.05,32.00,33.55,33.20,32.80,1562,186375,6069886.00,,INE660C01027,06-Jan-22,,
501242,TCI FINANCE ,T ,Q,6.75,7.05,6.75,7.04,7.04,6.75,10,1031,7198.00,,INE911B01018,06-Jan-22,,
501295,INDUS.INV.TR,B ,Q,81.00,81.00,81.00,81.00,81.00,77.15,1,1,81.00,,INE886A01014,06-Jan-22,,
501298,INDUS.&PRUD.,X ,Q,1491.00,1528.00,1486.00,1496.10,1490.00,1531.90,16,281,420708.00,,INE620D01011,06-Jan-22,,
501301,TATA INVEST.,A ,Q,1402.05,1420.00,1392.55,1408.70,1408.60,1417.95,690,3182,4461657.00,,INE672A01018,06-Jan-22,,
501311,JAYBH.CREDIT,XT,Q,7.45,7.45,7.40,7.40,7.40,7.10,4,386,2871.00,,INE998D01011,06-Jan-22,,
501314,PRISMX      ,X ,Q,8.86,9.05,8.80,8.96,8.96,9.00,1920,530319,4743549.00,,INE286N01028,06-Jan-22,,
501343,MOTOR&GEN.FI,T ,Q,29.25,30.20,28.80,30.20,30.20,28.80,9,1524,45643.00,,INE861B01023,06-Jan-22,,
501370,WALCHAND PF ,X ,Q,161.90,170.00,161.90,169.70,169.90,170.40,20,230,38079.00,,INE695D01021,06-Jan-22,,
501391,W.H.BRADY   ,X ,Q,175.20,175.20,175.20,175.20,175.20,175.20,1,250,43800.00,,INE855A01019,06-Jan-22,,
501421,TECHNVISN   ,XT,Q,196.00,215.00,196.00,215.00,215.00,205.00,16,354,76053.00,,INE314H01012,06-Jan-22,,
501423,SHA ENG PLA ,B ,Q,1842.05,1948.00,1842.05,1913.40,1915.00,1921.60,70,2369,4419815.00,,INE151G01010,06-Jan-22,,
501425,BOM.BURMAH  ,A ,Q,1086.30,1098.05,1080.10,1086.15,1091.60,1090.90,308,1365,1482645.00,,INE050A01025,06-Jan-22,,
501430,BOM.CYCLE   ,X ,Q,633.00,635.90,612.00,624.00,624.00,633.70,20,215,133178.00,,INE691K01017,06-Jan-22,,
501455,GREAVES COTT,A ,Q,160.50,170.00,158.60,167.90,166.00,162.10,8797,810292,134322495.00,,INE224A01026,06-Jan-22,,
501477,MULLER & PHI,XT,Q,138.00,142.00,138.00,142.00,142.00,138.00,6,89,12474.00,,INE003F01015,06-Jan-22,,
501622,AMALGAMATED ,XT,Q,22.45,23.00,21.00,22.15,22.90,22.00,35,1683,37953.00,,INE492N01022,06-Jan-22,,
501700,INDIA NIVEH ,X ,Q,24.05,25.75,24.05,25.10,25.15,24.80,37,2196,54694.00,,INE131H01028,06-Jan-22,,
501831,COAST CORP  ,B ,Q,317.05,324.70,310.95,318.95,316.40,317.05,289,3720,1188882.00,,INE377E01016,06-Jan-22,,
501833,CHOWGULE ST ,XT,Q,20.80,20.80,20.80,20.80,20.80,19.85,29,5367,111633.00,,INE490A01015,06-Jan-22,,
501848,GLOBAL OFFS ,XT,Q,55.50,58.90,55.50,57.55,57.75,58.40,393,70781,3968030.00,,INE446C01013,06-Jan-22,,
502015,ASIIL       ,XT,Q,20.35,21.25,20.35,20.35,20.35,21.40,104,21520,438587.00,,INE443A01030,06-Jan-22,,
502090,SAGAR CEM.  ,B ,Q,262.10,267.70,260.25,265.80,264.25,263.50,270,2680,709533.00,,INE229C01021,06-Jan-22,,
502137,DECAN CEMENT,B ,Q,612.70,623.50,608.80,617.05,613.25,615.85,148,1088,669889.00,,INE583C01021,06-Jan-22,,
502157,MANGALAM CEM,A ,Q,390.85,395.95,386.90,390.00,390.50,395.95,69,570,223157.00,,INE347A01017,06-Jan-22,,
502168,N C L IND.  ,A ,Q,229.50,230.95,224.00,227.10,227.25,228.25,1272,17201,3908085.00,,INE732C01016,06-Jan-22,,
502175,SAURAS.CEM. ,X ,Q,73.00,74.00,72.00,72.30,72.65,73.30,270,26365,1917755.00,,INE626A01014,06-Jan-22,,
502180,SRI DIGV CEM,B ,Q,77.85,78.00,76.30,76.80,76.65,77.50,678,36480,2815476.00,,INE232A01011,06-Jan-22,,
502219,BORORENEW   ,A ,Q,634.00,668.95,634.00,653.75,653.75,648.05,5185,67006,44016892.00,,INE666D01022,06-Jan-22,,
502271,RAASI REFRAC,XT,Q,12.92,13.56,12.92,13.56,13.56,12.92,18,3496,47022.00,,INE858D01017,06-Jan-22,,
502281,TRIVENI GLAS,X ,Q,9.49,9.49,9.44,9.49,9.49,8.82,128,67493,639040.00,,INE094C01011,06-Jan-22,,
502294,NILACHAL REF,X ,Q,37.20,37.20,37.15,37.15,37.15,37.25,6,47,1746.00,,INE416N01013,06-Jan-22,,
502330,ANDPAPER    ,B ,Q,229.00,229.00,219.05,219.90,219.55,223.95,128,1083,239522.00,,INE435A01028,06-Jan-22,,
502355,BALKRISH IND,A ,Q,2315.00,2373.95,2302.50,2368.40,2370.00,2340.10,1207,8628,20299333.00,,INE787D01026,06-Jan-22,,
502420,ORIENT PAPER,B ,Q,32.50,32.50,31.90,32.10,32.15,32.55,739,79091,2539528.00,,INE592A01026,06-Jan-22,,
502445,CITADEL     ,X ,Q,16.90,16.95,16.10,16.50,16.50,16.55,18,1621,26775.00,,INE906D01014,06-Jan-22,,
502448,ROLLATAINER ,T ,Q,4.20,4.28,3.94,3.99,4.00,4.14,289,453814,1817622.00,,INE927A01040,06-Jan-22,,
502450,SESHA.PAPER ,B ,Q,164.10,166.00,159.95,161.15,162.00,164.20,438,15687,2551936.00,,INE630A01024,06-Jan-22,,
502460,SOLID CONT. ,XT,Q,45.80,45.80,45.80,45.80,45.80,46.85,2,2,91.00,,INE134U01017,06-Jan-22,,
502587,NATHIND     ,X ,Q,84.30,84.30,83.00,83.15,83.10,84.75,75,6968,579707.00,,INE777A01023,06-Jan-22,,
502589,VAPI PAPER  ,XT,Q,27.35,27.35,27.35,27.35,27.35,26.05,2,563,15398.00,,INE464D01014,06-Jan-22,,
502742,SINTEX IND. ,T ,Q,16.80,16.80,16.80,16.80,16.80,17.65,2813,616330,10354344.00,,INE429C01035,06-Jan-22,,
502820,DCM LTD.    ,B ,Q,132.45,140.00,131.05,135.95,136.10,133.40,437,17517,2396659.00,,INE498A01018,06-Jan-22,,
502865,FORBES & CO ,T ,Q,6001.00,6295.00,6000.00,6252.00,6255.00,6165.90,125,1241,7697138.00,,INE518A01013,06-Jan-22,,
502873,H.P.COTTON  ,X ,Q,181.00,181.00,170.00,175.00,175.00,175.85,190,8724,1510839.00,,INE950C01014,06-Jan-22,,
502893,UNITEDINT   ,X ,Q,29.40,29.40,29.40,29.40,29.40,28.00,6,2599,76410.00,,INE706D01018,06-Jan-22,,
502933,KATARE SPG. ,XT,Q,51.20,51.20,47.00,51.20,51.20,48.80,61,27931,1428199.00,,INE498G01015,06-Jan-22,,
502937,KESORAM IND ,A ,Q,63.00,64.70,62.55,64.05,64.35,63.40,1245,63071,4029304.00,,INE087A01019,06-Jan-22,,
502958,LAKSHMI MILL,X ,Q,3880.00,3967.00,3800.10,3949.10,3949.10,3927.15,29,182,714506.00,,INE938C01019,06-Jan-22,,
502986,VARDH TEXT  ,A ,Q,2515.00,2570.05,2510.00,2566.50,2566.50,2502.10,1781,9519,24237482.00,,INE825A01012,06-Jan-22,,
503031,PENLAND LTD ,T ,Q,16.30,16.30,15.05,15.55,15.40,15.70,154,56141,862286.00,,INE138A01028,06-Jan-22,,
503092,PASUPATI SPG,X ,Q,25.50,25.50,25.50,25.50,25.50,24.30,21,1916,48858.00,,INE909B01020,06-Jan-22,,
503100,PHOENIX MILL,A ,Q,980.00,980.00,938.00,967.15,959.00,981.15,2997,18319,17506417.00,,INE211B01039,06-Jan-22,,
503101,MARATHON NEX,B ,Q,110.00,110.00,104.50,104.90,104.90,108.40,177,5958,629405.00,,INE182D01020,06-Jan-22,,
503127,RAJA BAHADUR,XT,Q,4400.00,4400.00,4020.00,4284.45,4200.00,4220.00,22,47,203055.00,,INE491N01016,06-Jan-22,,
503162,REL.CHEMOTX ,X ,Q,288.95,302.25,288.95,290.25,292.95,294.40,235,10310,3034131.00,,INE750D01016,06-Jan-22,,
503169,RUBY MILLS  ,B ,Q,271.10,278.00,270.05,275.35,275.25,275.05,60,1313,362774.00,,INE301D01026,06-Jan-22,,
503229,SIMPLEX REAL,X ,Q,110.00,110.00,102.50,105.15,102.60,107.80,16,805,85247.00,,INE167H01014,06-Jan-22,,
503310,SWAN ENG    ,A ,Q,149.90,172.85,131.00,156.70,156.70,147.50,7372,260782,42656797.00,,INE665A01038,06-Jan-22,,
503349,VICTORIA MIL,X ,Q,2909.00,2949.00,2855.00,2879.40,2917.10,2914.50,23,41,118128.00,,INE203D01016,06-Jan-22,,
503624,SVARAJ TRAD ,X ,Q,11.60,11.60,10.01,11.38,10.99,10.87,180,46701,503556.00,,INE406N01014,06-Jan-22,,
503641,ZODIAC VEN  ,X ,Q,34.80,36.50,33.40,36.25,36.25,34.80,195,86347,3104439.00,,INE945J01027,06-Jan-22,,
503657,VEER ENERGY ,XT,Q,15.25,16.70,15.25,15.66,15.65,16.00,56,9490,152442.00,,INE255E01030,06-Jan-22,,
503659,SWIL        ,XT,Q,51.20,51.20,51.20,51.20,51.20,51.20,1,12,614.00,,INE948K01011,06-Jan-22,,
503663,TILAK       ,X ,Q,27.65,27.65,27.65,27.65,27.65,26.35,1703,411060,11365809.00,,INE026L01022,06-Jan-22,,
503669,KKFIN       ,X ,Q,11.50,12.00,11.50,12.00,12.00,11.50,14,5003,58995.00,,INE509J01013,06-Jan-22,,
503675,WAGEND      ,XT,Q,2.49,2.49,2.49,2.49,2.49,2.38,90,121398,302281.00,,INE786K01023,06-Jan-22,,
503691,SAHARA ONE  ,XT,Q,32.15,32.85,32.15,32.60,32.60,31.50,32,663,21570.00,,INE479B01016,06-Jan-22,,
503722,BANSW.SYNTEX,B ,Q,258.25,311.20,255.90,300.55,302.40,263.40,2516,53544,15616773.00,,INE629D01012,06-Jan-22,,
503772,MODELLA WOOL,XT,Q,236.55,236.55,236.55,236.55,236.55,225.30,15,262,61976.00,,INE380D01012,06-Jan-22,,
503776,MODIPON     ,X ,Q,47.00,50.50,47.00,50.30,50.30,49.30,17,614,30299.00,,INE170C01019,06-Jan-22,,
503804,SHRI DINESH ,X ,Q,741.00,800.00,741.00,772.30,772.05,798.50,12,58,45284.00,,INE204C01024,06-Jan-22,,
503806,SRF LIMITED ,A ,Q,2385.00,2450.00,2385.00,2409.95,2411.70,2414.85,2424,36428,88092553.00,,INE647A01010,06-Jan-22,,
503811,SIYARAM SILK,B ,Q,437.60,446.55,436.85,442.25,443.85,443.95,264,1846,813417.00,,INE076B01028,06-Jan-22,,
503816,SWAD.POLYTEX,XT,Q,7.35,7.35,7.00,7.35,7.35,7.00,44,5929,43136.00,,INE243N01029,06-Jan-22,,
503837,SHREE RAJSYN,XT,Q,3.77,3.77,3.77,3.77,3.77,3.96,1,525,1979.00,,INE796C01011,06-Jan-22,,
503960,BHARAT BIJLE,B ,Q,1890.25,1964.80,1876.75,1946.05,1941.50,1899.10,409,1476,2837484.00,,INE464A01028,06-Jan-22,,
504000,ELPRO INTER ,X ,Q,70.00,74.95,68.80,71.70,71.70,67.10,1562,328728,23653178.00,,INE579B01039,06-Jan-22,,
504028,GEE LTD     ,X ,Q,74.00,74.50,72.55,73.20,73.20,73.75,97,10476,765194.00,,INE064H01021,06-Jan-22,,
504036,HIND.RECT   ,T ,Q,242.25,267.65,242.25,267.65,267.65,254.95,249,16685,4244431.00,,INE835D01023,06-Jan-22,,
504058,NIPPOBATRY  ,B ,Q,505.00,505.00,485.00,491.25,492.00,490.90,142,773,377798.00,,INE567A01028,06-Jan-22,,
504067,ZENSAR TECH.,A ,Q,519.90,519.90,495.40,498.05,498.05,520.45,5194,125491,62889326.00,,INE520A01027,06-Jan-22,,
504076,JYOTI LTD.  ,X ,Q,13.19,13.88,12.30,13.24,13.24,13.32,266,84173,1088615.00,,INE511D01012,06-Jan-22,,
504080,JSL LTD.    ,XT,Q,212.00,234.00,211.90,234.00,234.00,223.00,14,227,51904.00,,INE581L01018,06-Jan-22,,
504092,INDOKEM LTD.,X ,Q,39.45,39.65,37.85,38.25,38.25,38.20,83,9364,362051.00,,INE716F01012,06-Jan-22,,
504093,PANA ENERG  ,X ,Q,315.00,317.60,308.10,309.40,309.40,316.70,268,9304,2896852.00,,INE795A01017,06-Jan-22,,
504112,NELCO LTD.  ,T ,Q,774.40,774.40,735.00,748.70,745.75,750.65,482,17968,13658539.00,,INE045B01015,06-Jan-22,,
504132,PERM MAGNETS,X ,Q,378.95,382.95,371.10,377.70,379.00,374.55,123,7306,2762637.00,,INE418E01018,06-Jan-22,,
504176,HIGH ENERGY ,X ,Q,2001.10,2024.95,1930.00,1948.55,1957.80,1989.25,204,3854,7540089.00,,INE783E01015,06-Jan-22,,
504180,STD.BATTERY ,X ,Q,28.05,30.40,27.65,30.20,30.25,29.10,397,28316,811904.00,,INE502C01039,06-Jan-22,,
504212,UNIV.CABLE  ,B ,Q,170.05,173.55,168.00,172.50,170.65,170.65,63,1909,326179.00,,INE279A01012,06-Jan-22,,
504240,DELTON CABLE,X ,Q,81.05,81.40,77.05,80.75,81.00,81.05,261,19149,1509918.00,,INE872E01016,06-Jan-22,,
504258,LAKSHMI ELEC,X ,Q,691.00,729.00,683.05,721.15,712.00,689.50,205,4010,2865041.00,,INE284C01018,06-Jan-22,,
504273,MODULEX     ,X ,Q,19.50,20.70,19.00,20.05,20.65,19.10,328,119417,2406949.00,,INE064R01012,06-Jan-22,,
504286,DELTAMAGNT  ,B ,Q,91.65,91.65,89.00,91.65,91.65,87.30,82,16161,1479874.00,,INE393A01011,06-Jan-22,,
504341,RELTD       ,XT,Q,61.15,63.95,58.10,59.35,59.70,61.15,129,7148,427555.00,,INE206N01018,06-Jan-22,,
504356,MULTI-PURPOS,XT,Q,9.05,9.05,8.20,8.99,8.99,8.63,22,6473,53329.00,,INE017P01014,06-Jan-22,,
504378,NYSSACORP   ,XT,Q,12.31,12.31,11.73,12.31,12.31,11.73,936,247403,3035758.00,,INE812K01027,06-Jan-22,,
504380,FLOMIC      ,X ,Q,175.55,175.55,163.00,164.95,165.10,171.00,1113,28834,4760785.00,,INE952M01019,06-Jan-22,,
504392,KRISHNA VEN ,X ,Q,41.75,41.75,41.75,41.75,41.75,39.80,41,16961,708121.00,,INE537L01010,06-Jan-22,,
504605,UNI ABEX    ,X ,Q,536.20,593.80,536.20,588.00,581.00,589.10,69,1112,623673.00,,INE361D01012,06-Jan-22,,
504614,SARDA ENMIN ,B ,Q,760.00,774.50,759.40,770.65,766.15,764.50,660,3663,2816026.00,,INE385C01013,06-Jan-22,,
504646,BHAGWATI AUT,X ,Q,174.85,174.85,163.05,163.05,163.05,164.35,3,7,1203.00,,INE106G01014,06-Jan-22,,
504648,BOM.WIRE ROP,XT,Q,71.40,71.40,68.00,71.40,71.40,68.00,79,3523,250570.00,,INE089T01023,06-Jan-22,,
504697,GALADA TELE.,Z ,Q,6.24,6.24,6.24,6.24,6.24,5.95,9,1828,11406.00,,INE255C01018,06-Jan-22,,
504731,I BRIGHT ST ,XT,Q,15.60,16.10,15.50,15.50,15.50,16.10,9,617,9581.00,,INE566M01017,06-Jan-22,,
504741,IND.HUME PIP,B ,Q,196.20,204.90,195.65,202.80,201.00,198.05,356,4522,912230.00,,INE323C01030,06-Jan-22,,
504786,INVEST &PREC,X ,Q,290.00,318.00,285.50,308.45,307.00,295.15,371,34796,10798557.00,,INE155E01016,06-Jan-22,,
